continent,region,superregion2,iso3,Country,year,Fruits,Non-starchy vegetables,Potatoes,Other starchy vegetables,Beans and legumes,Nuts and seeds,Refined grains,Whole grains,Total processed meats,Unprocessed red meats,Total seafoods,Eggs,Cheese,Yoghurt (including fermented milk),Sugar-sweetened beverages,Fruit juices,Coffee,Tea,Total Milk,Cardiovascular diseases,Chronic respiratory diseases,Diabetes and kidney diseases,Digestive diseases,Enteric infections,Maternal and neonatal disorders,Mental disorders,Musculoskeletal disorders,Neglected tropical diseases and malaria,Neoplasms,Neurological disorders,Nutritional deficiencies,Other infectious diseases,Other non-communicable diseases,Respiratory infections and tuberculosis,Sense organ diseases,Skin and subcutaneous diseases,Substance use disorders,GDD1,GDD2,GDD3,GDD4,GDD5,GDD_cluster_5,GBD1,GBD2,GBD3,GBD4,GBD5,GBD_cluster_5,PM25,MeanT,RH,PR,Heat_index,Climate_cluster_5,PHDI_total,trade,gdp,urb,Score_Whole_grains,Score_Whole_fruits,Score_Nonstarchy_vegetables,Score_Nuts_and_seeds,Score_Legumes,Score_Unsat_oils,Score_Fish,Score_Starchy_veg,Score_Dairy,Score_Red_meat,Score_Eggs,Score_Sat_fat,Score_Sugar,Fruits_Q,Non-starchy vegetables_Q,Potatoes_Q,Other starchy vegetables_Q,Beans and legumes_Q,Nuts and seeds_Q,Refined grains_Q,Whole grains_Q,Total processed meats_Q,Unprocessed red meats_Q,Total seafoods_Q,Eggs_Q,Cheese_Q,Yoghurt (including fermented milk)_Q,Sugar-sweetened beverages_Q,Fruit juices_Q,Coffee_Q,Tea_Q,Total Milk_Q,Cardiovascular diseases_Q,Chronic respiratory diseases_Q,Diabetes and kidney diseases_Q,Digestive diseases_Q,Enteric infections_Q,Maternal and neonatal disorders_Q,Mental disorders_Q,Musculoskeletal disorders_Q,Neglected tropical diseases and malaria_Q,Neoplasms_Q,Neurological disorders_Q,Nutritional deficiencies_Q,Other infectious diseases_Q,Other non-communicable diseases_Q,Respiratory infections and tuberculosis_Q,Sense organ diseases_Q,Skin and subcutaneous diseases_Q,Substance use disorders_Q,GDD1_Q,GDD2_Q,GDD3_Q,GDD4_Q,GDD5_Q,GBD1_Q,GBD2_Q,GBD3_Q,GBD4_Q,GBD5_Q,PM25_Q,MeanT_Q,RH_Q,PR_Q,Heat_index_Q,PHDI_total_Q,trade_Q,gdp_Q,urb_Q,Score_Whole_grains_Q,Score_Whole_fruits_Q,Score_Nonstarchy_vegetables_Q,Score_Nuts_and_seeds_Q,Score_Legumes_Q,Score_Unsat_oils_Q,Score_Fish_Q,Score_Starchy_veg_Q,Score_Dairy_Q,Score_Red_meat_Q,Score_Eggs_Q,Score_Sat_fat_Q,Score_Sugar_Q
Africa,Sub-Saharan Africa,SSA,UGA,Uganda,2010,58.5130975,112.0962782,4.838870274,36.54941436,41.66539971,14.21771892,224.8067239,27.72937675,3.604912897,14.15335926,26.998377,5.033921815,0.488036804,2.478758628,171.9772939,11.83669502,0.208765742,0.472659567,59.54632722,1973.32744893059,784.452360004547,842.606216529013,918.259048916846,3346.32254078733,11556.925604208,1780.38278343806,810.160172565713,10574.6741396123,1924.72331491941,823.196846537219,1759.22727362834,3835.02861382606,3460.26680460819,5644.69861323079,363.343535839221,592.59198808487,141.716538757316,22.4812313186,7.59739799066667,86.3433096722286,104.26335413,27.72937675,2,1780.38278343806,1006.07797625824,5739.59194141443,851.355704460697,717.599102306942,3,32.52,23.14,72.49,1702.6,0,5,59.97577437,38.2692490371291,67747293893.5972,19.383,1.494039696,3.657068594,4.670678258,3.55442973,3.472116643,9.254758383,9.20167066,9.652928842,3.125656133,4.14439986,4.840309438,0,2.907718135,1,2,1,3,4,4,2,2,1,1,2,1,1,1,3,2,1,1,2,1,2,1,2,4,4,3,1,4,2,1,4,4,4,4,1,3,1,1,1,2,3,2,3,1,4,1,1,3,2,2,4,2,4,1,3,1,2,1,2,4,4,3,4,4,2,4,3,4,4
Africa,Sub-Saharan Africa,SSA,UGA,Uganda,2015,55.52810133,111.0987055,5.052479997,30.33442446,41.61091133,8.606288795,222.4210696,27.17076402,3.417025542,10.48648285,15.75085207,4.158652876,0.447592531,2.172147762,229.9522169,11.23416355,0.035975764,0.471222117,53.53615641,1904.45154597748,733.458703520268,885.33882336278,922.505979051034,2622.10787750722,9744.44143647201,1741.28735394309,847.485633739587,5848.88116461632,1994.02113866559,851.182491286805,1470.5465170377,3500.26845716401,3275.92881219202,4959.06295612405,380.158464836714,597.817528861487,146.262730746743,13.6734790142,6.02072042266667,82.9625699200857,130.14332068,27.17076402,2,1741.28735394309,1020.59366754215,4488.74817444476,827.982341285651,741.578176112133,3,36.42,23.59,67.97,1538.39,0,1,54.72049146,37.6892983324358,82192547854.5883,22.06,1.463942027,3.470506333,4.629112729,2.151572199,3.467575944,9.266772978,7.031630388,8.846726114,2.807794835,7.586153221,3.998704688,0,0,1,2,1,2,4,3,2,2,1,1,1,1,1,1,3,2,1,1,1,1,2,1,1,4,4,2,1,4,2,1,4,4,4,4,1,3,1,1,1,1,3,2,2,1,4,1,1,4,3,2,3,2,4,1,3,1,2,1,2,3,4,3,3,4,1,4,3,4,3
Africa,Sub-Saharan Africa,SSA,UGA,Uganda,2018,55.5946998,110.6675133,3.084099537,26.789123,45.19629942,7.746969006,221.0865557,27.31734338,5.156429231,11.47919411,11.60954167,4.095656482,0.450284189,2.183414789,290.0662997,11.92125273,0.595021315,0.471979555,57.78233963,1874.03793704072,704.192199938387,900.845661055683,900.013453394852,1931.48329226405,8241.68503522649,1775.74462389664,874.849493354997,4960.74563861826,1981.62436715327,844.170835506337,1108.25191215438,2950.95562143321,2865.33453130581,3985.45575158308,390.509515508223,591.763015445865,149.159405319644,39.0288462861667,6.91042660766667,82.5465320242857,158.42771135,27.31734338,2,1775.74462389664,1019.05859231387,3720.55882608361,802.10282666662,746.304338250774,3,33.13,23.24,69.11,1569.99,0,1,49.28337279,36.6384055999567,96102592476.7351,23.774,1.471839622,3.474668738,4.611146388,1.936742252,3.766358285,9.265782729,5.182831103,7.468305634,3.02080193,5.146764874,3.938131233,0,0,1,2,1,2,4,3,2,2,1,1,1,1,1,1,4,2,3,1,2,1,2,1,1,4,4,3,1,4,2,1,4,4,4,4,1,3,1,2,1,1,4,2,3,1,4,1,1,4,2,2,3,2,3,1,3,1,2,1,2,3,4,3,2,4,2,4,3,4,3
Europe,Europe & Central Asia,FSU,UKR,Ukraine,1990,77.57299098,174.302869,149.8028256,44.23071923,27.20533027,1.57250637,96.36830089,50.0778532,58.86474246,99.8342691,14.46034297,28.37497637,24.41077376,79.32031077,84.90708429,41.40409809,0.076403932,0.456350534,132.6504522,13555.6220417628,1735.39732599245,481.703383371557,1285.14434128618,60.0972556115454,1012.8555117839,1944.25186329335,2535.58832904223,80.9567529900665,6207.03899174557,1518.69165862688,393.810027492222,233.361009451926,2091.26463324573,762.791282928996,949.557373634984,382.898209555931,1162.68102741167,74.6621715796,62.3579959766667,73.3195232787429,64.56890176,50.0778532,1,1944.25186329335,4321.52990370402,662.162353357769,1510.27083363932,432.300796463744,4,33.06,9.39,74.55,662.31,0,2,39.57584888,56.4071856287425,395118912162.224,66.757,2.698160194,4.848311936,7.262619542,0.393126593,2.267110856,7.470086344,6.455510254,0,8.180923164,0,0,0,0,2,4,4,3,3,2,1,3,4,4,2,4,4,4,2,4,1,1,4,4,4,1,2,1,1,4,4,2,4,4,2,2,2,1,4,1,4,4,4,1,2,3,4,4,1,4,1,3,1,3,2,3,1,2,4,3,3,2,4,2,3,2,3,2,4,4,2,4,3
Europe,Europe & Central Asia,FSU,UKR,Ukraine,1995,73.78914744,175.7211134,134.6533551,41.73077405,11.29450211,3.142482274,101.8163751,53.95031861,42.81502207,57.22873322,10.20344887,20.48374215,20.32166795,76.96781481,44.51223339,43.44917658,0.089912268,0.445209943,151.4976033,18891.1513904428,2050.49856554709,628.655485670982,1829.0458129682,65.9110799102771,745.862739305811,2027.16668365571,2606.79932783722,80.0433694704342,6869.72293408812,1631.32695153594,382.789483881352,232.055882953537,1995.99377503205,1068.02900533391,960.724106985435,385.063360407417,1907.75537320797,75.1463684737333,40.17583248,70.6784402837714,43.12150372,53.95031861,1,2027.16668365571,5477.91334734958,652.95504798391,1939.77218925765,506.8594230392,4,31.03,8.79,74.94,724.63,0,2,37.26060173,97.2296964841052,213083947558.721,66.951,2.90680596,4.611821715,7.321713058,0.785620569,0.941208509,8.577675124,4.555111103,0,7.560645697,0,0,0,0,2,4,4,3,1,3,1,3,4,3,1,4,4,4,1,4,1,1,4,4,4,1,4,1,1,4,4,2,4,4,2,2,2,2,4,1,4,4,4,1,1,3,4,4,1,4,1,3,1,3,2,3,1,4,4,3,3,2,4,3,1,2,2,2,3,4,1,4,3
Europe,Europe & Central Asia,FSU,UKR,Ukraine,2000,72.33370228,178.8303262,153.9190311,40.68968886,17.14467417,2.317128703,121.7616895,62.34234368,36.88079135,37.43843178,22.5060039,19.31310707,19.86532349,77.65142027,59.85623496,44.66275212,0.082168815,0.596773153,128.165551,19144.1274774073,1626.58276267297,632.921926269024,1920.72156669171,35.0944972119136,607.408132521675,2049.24748926132,2705.54456872499,75.8820081360702,6395.29544292243,1622.14194710764,382.241243227311,182.030411715374,1876.93414998738,1251.29457243883,997.952041995321,377.465726156222,1764.02702200878,74.3644529703333,31.2107767333333,82.0160859962,50.27296191,62.34234368,2,2049.24748926132,5438.18141669441,630.126430748365,1773.65216468234,505.193826212623,4,27.55,9.42,74.32,649.41,0,2,45.45780574,115.735714934593,209531326339.562,67.145,3.358962483,4.520856393,7.451263592,0.579282176,1.428722848,8.705722976,9.981596545,0,8.715885262,0,0.715513469,0,0,2,4,4,3,2,2,1,4,4,2,2,3,3,4,1,4,1,3,3,4,4,1,4,1,1,4,4,2,4,4,2,2,2,2,4,1,4,3,3,2,1,4,4,4,2,4,1,3,1,3,2,3,2,4,4,3,4,2,4,2,2,2,4,2,4,4,2,4,3
Europe,Europe & Central Asia,FSU,UKR,Ukraine,2005,81.23255895,180.9304292,155.0087179,38.14688762,16.36936542,7.403220074,148.5613186,54.2407576,47.49668861,32.43127402,35.42367705,31.41853546,31.92623352,91.43877768,74.99057618,41.51316128,0.938077418,0.738279512,150.8018574,21629.5886921711,1208.42128689012,721.238968079508,2797.43375778752,24.8903447920281,587.177340804273,2035.25008981438,2836.2503723529,76.4685032472237,5831.72508011772,1686.93720052398,336.438998407134,183.368128915628,1881.8856015947,1341.11979048392,1041.19274361735,377.218249559908,1994.05182422839,120.161300483733,37.1154993633333,95.2705061565143,56.5687319,54.2407576,1,2035.25008981438,5836.62431883524,633.049815463558,2002.92752233882,549.228608819708,4,21.97,9.1,72.93,661.93,0,2,40.55829882,94.6475701087848,339861133733.497,67.79,2.922454612,5.077034934,7.538767883,1.850805019,1.364113785,7.774521063,7.738944957,0,6.29165657,0,0,0,0,2,4,4,3,2,3,1,4,4,2,3,4,4,4,1,4,4,4,4,4,4,1,4,1,1,3,4,2,4,4,2,2,2,2,4,1,4,4,3,2,1,4,3,4,2,4,1,2,1,2,2,2,1,3,4,3,4,2,4,3,2,1,3,3,3,4,2,4,3
Europe,Europe & Central Asia,FSU,UKR,Ukraine,2010,81.88686108,180.983302,141.7011644,37.56080379,8.891682553,3.913601214,135.1462171,60.81829402,53.28188757,35.48047211,25.794224,40.2567027,31.71135642,91.79310133,65.79682607,40.64450139,0.90847994,0.717141251,136.9437021,18892.1017139456,830.022487457219,727.303485677342,2435.92699109958,23.5010673053493,666.330973156514,2018.32496697575,2904.80024510183,86.8629270807241,5326.31525737456,1693.93431472532,312.389611258796,167.775720047594,1837.82156800488,1000.96294753256,1071.85397483721,377.664916142385,1338.96207011316,114.196045605333,43.0063541266667,89.7070248162572,51.67881493,60.81829402,1,2018.32496697575,5204.66126268295,585.092116340917,1632.9747392784,552.484200909864,4,19.71,9.7,73.6,696.4,0.01,2,41.04757882,95.72973045329,392706515347.88,68.596,3.276847738,5.117928818,7.540970917,0.978400304,0.740973546,7.004140489,9.410725,0,6.977592008,0,0,0,0,2,4,4,3,1,2,1,4,4,2,2,4,4,4,1,4,4,3,4,4,2,1,4,1,2,3,4,2,4,4,2,2,2,2,4,1,4,4,4,2,1,4,3,4,2,4,1,2,1,2,1,2,2,3,4,3,4,2,4,2,1,1,4,3,3,4,2,4,3
Europe,Europe & Central Asia,FSU,UKR,Ukraine,2015,92.11193786,182.7530561,139.0052741,37.97916284,9.173846794,7.464158431,133.9999114,50.00777492,54.42575753,39.92058146,21.27986838,33.92650568,28.43381569,83.73765923,54.7228528,35.76751009,0.792958589,0.708774552,126.6710047,17611.8000348666,618.900846650671,772.180300706072,2258.56095946814,22.4142622342164,510.460758641333,1966.94311988158,2991.45119260093,95.6163131227554,5122.58232324976,1735.21076033152,326.27030709673,171.020983301636,1777.19250406007,892.489226515466,1122.35134368225,398.352415208622,1137.79547381096,104.1961025592,42.75761489,90.8405470626571,46.35100782,50.00777492,1,1966.94311988158,4953.531854757,542.209193567458,1438.73090305941,585.266357957347,4,17.79,10.3,70,558.15,0,2,43.19605,107.806616298156,431227247239.316,69.061,2.694384425,5.756996116,7.614710671,1.866039608,0.764487233,6.941614693,9.499941241,0,8.057876019,0,0,0,0,3,4,4,3,1,3,1,3,4,2,2,4,4,4,1,4,3,3,3,4,1,1,4,1,1,3,4,2,4,4,2,2,2,2,4,1,4,4,3,2,1,3,3,4,2,4,1,2,1,2,1,2,2,4,4,3,3,3,4,3,1,1,4,3,4,4,2,4,3
Europe,Europe & Central Asia,FSU,UKR,Ukraine,2018,94.1373979,183.3563951,180.464164,37.57082435,8.863267622,12.83688775,128.4111137,67.04741546,52.20757521,39.04220131,31.5612991,31.03223523,28.70287321,84.1286939,54.25112185,34.8686961,1.058406705,0.655519939,126.4993146,17849.8463995249,612.994011532688,868.518532644574,2298.39380780261,23.2299414579438,418.865460770304,1986.06423469161,3006.91696687947,91.166146577134,5306.30546901582,1799.29461937024,301.466216680478,167.177454807179,1764.14728595055,887.120906604127,1155.18696865133,407.513026557232,1133.51921871677,122.841108450667,40.7606705833333,90.5798686996,45.9109731,67.04741546,1,1986.06423469161,5041.84494035976,521.881916121102,1455.69390966765,638.015779600903,4,17.1,9.93,71.49,594.38,0,2,44.41888468,99.1998150718675,537198415902.321,69.352,3.612468505,5.883587369,7.639849796,3.209221938,0.738605635,6.892198839,8.409496684,0,8.033455915,0,0,0,0,3,4,4,3,1,4,1,4,4,2,3,4,4,4,1,4,3,2,3,4,1,1,4,1,1,3,4,2,4,4,2,2,2,2,4,1,4,4,3,2,1,4,3,4,2,4,1,2,1,2,1,2,2,3,4,3,4,3,4,4,1,1,4,3,4,4,2,4,3
South America,Latin America & Caribbean,LAC,URY,Uruguay,1990,94.83829389,44.34672281,44.74378739,40.14727434,27.08977079,5.418923762,222.3450675,31.87051888,35.44982493,119.1113587,12.23257222,12.37691877,5.559956071,20.06305338,328.1009845,36.62761875,0.12403441,0.526676484,120.5927781,7773.65466185959,1305.55782548672,1087.10629439698,1283.81563462145,250.362659078913,1721.1490360024,1948.14408598908,2507.9798412796,64.2449071706778,6162.12255834698,1360.36780207619,234.481344838318,192.606688643088,2032.39390408148,941.032848341002,712.882627078302,569.160830230945,328.239663624999,43.4465957131667,55.6460341333333,78.1126624147429,184.12412942,31.87051888,4,1948.14408598908,3140.87452571094,776.610198307983,1294.68673005409,828.133562313963,4,13.27,17.21,76.16,1564.34,0.97,1,47.53650885,41.6284721190914,20746904716.9909,88.973,1.717161578,5.927393368,1.847780117,1.354730941,2.257480899,9.806999765,5.460969741,0,7.310789378,0,7.940709615,0,3.912493452,3,1,3,3,3,4,3,3,4,4,2,2,2,3,4,4,1,2,3,4,3,3,2,2,2,4,4,1,4,4,1,1,2,1,4,3,3,3,4,2,4,3,4,4,2,3,3,1,2,3,3,3,3,2,3,4,3,3,1,4,3,4,2,2,3,4,4,4,3
South America,Latin America & Caribbean,LAC,URY,Uruguay,1995,95.23428648,88.63975938,22.83826533,50.97221826,33.09096466,1.29909621,201.2585461,23.07979867,48.87150987,137.3760763,17.66329235,17.88490036,6.870410609,21.42675654,367.1521047,36.22214036,0.199137669,0.679426155,147.5424768,7222.83921715406,1356.35038503156,1146.70875342638,1275.34225651825,200.438517719507,1586.57357362024,1939.88426092909,2507.87122571083,59.4716197266285,6178.79316187201,1431.11417786049,192.311517073262,181.947815823981,2070.86003662451,970.877423650117,723.74411056693,580.209758479419,336.461677941026,48.0049966213667,68.0441621766667,88.3509776191429,209.06216148,23.07979867,4,1939.88426092909,3066.80392851756,751.782929176892,1315.84632077491,863.4592559529,4,13.12,17.08,72.82,1103.3,0,1,44.00728363,38.0976748425287,28403934231.7004,90.542,1.243523635,5.952142905,3.693323308,0.324774053,2.757580388,9.607950875,7.885398371,1.547379103,8.791982197,0,2.203228792,0,0,3,1,2,3,3,2,2,2,4,4,2,3,3,3,4,4,2,3,4,4,4,3,2,2,2,4,4,1,4,4,1,1,2,1,4,3,3,3,4,2,4,2,4,4,2,3,3,1,2,2,3,3,2,1,3,4,2,3,1,2,3,4,3,3,4,4,2,4,3
South America,Latin America & Caribbean,LAC,URY,Uruguay,2000,97.62202829,134.022632,36.30682347,50.68469882,34.58341261,1.730127135,235.9545316,28.55749471,50.89635516,110.7371012,24.94745624,21.16374048,9.764853571,24.49495997,368.5060822,34.82617919,0.234408856,0.695534249,166.3211715,6418.51230303955,1354.38109825596,1180.22035181965,1199.83704559285,171.788879250149,1134.31687951147,1969.52098929382,2600.35519738794,57.597784886335,6215.99932869242,1499.91109473451,185.315546743701,161.354152502143,1928.22608332842,910.362455001626,739.383079675101,606.972328476035,347.646013193666,55.7090450803,60.9323989466667,102.061246501171,209.59539051,28.55749471,4,1969.52098929382,2970.30116945387,649.851683031978,1277.10907192441,893.596340147843,4,12.94,17.25,73.37,1489.84,0,1,45.75119897,36.7137381507902,35697346087.4915,92.028,1.53865812,6.101376768,5.584276333,0.432531784,2.881951051,9.683720877,9.557733292,0,9.970950748,0,0,0,0,3,3,3,3,3,1,3,2,4,4,2,4,3,3,4,4,2,3,4,3,4,3,2,2,2,3,4,1,4,4,1,2,2,2,4,4,3,3,4,3,4,2,3,4,2,3,3,1,2,2,3,3,2,1,3,4,2,3,3,1,3,4,4,2,4,4,2,4,3
South America,Latin America & Caribbean,LAC,URY,Uruguay,2005,97.54143333,134.0273005,38.59869546,43.77805037,39.57733326,2.273677717,233.8887694,35.72041273,38.46719404,59.24367237,19.69163092,25.51169782,9.072114585,23.76330239,381.8650178,34.4011992,0.31013748,0.735110288,143.7907002,6040.84971326594,1369.33815959763,1306.87937934677,1144.27538891645,152.333147780502,910.241625394161,2007.12165371534,2769.51736334041,55.2475973956447,6156.1833131088,1565.87411468716,164.571657422419,144.168730006449,1897.18653032975,919.275606964461,765.492221909468,635.179530171954,337.306828998651,55.3951152498333,41.0741880766667,103.303938566486,212.821534085,35.72041273,4,2007.12165371534,2939.20392588507,606.146413613341,1256.80677425704,971.029454759362,4,11.52,17.71,72.58,1219.91,0,1,44.85747918,58.8776963255775,40400855508.5102,93.319,1.924591203,6.096339583,5.584470854,0.568419429,3.298111105,9.763334491,8.790906661,0,8.831305859,0,0,0,0,3,3,3,3,4,1,2,2,4,4,2,4,3,3,4,4,2,4,4,3,4,3,2,2,2,3,4,1,4,4,1,2,2,2,3,4,3,3,4,3,4,2,3,4,2,3,3,1,2,2,3,2,2,2,2,4,2,3,3,1,4,4,4,3,4,4,2,4,3
South America,Latin America & Caribbean,LAC,URY,Uruguay,2010,99.0454279,140.8794852,34.16841706,44.96499866,36.1960974,11.66799582,247.462403,37.91465736,50.97058557,99.89139366,13.96742894,33.33681674,10.63320408,25.20531064,396.9890856,35.21281674,0.387964221,0.763858025,156.078331,5407.39751571559,1399.48377824559,1386.83169330506,1167.06719624157,140.857434563312,700.881632723247,2032.28270049538,2856.61187222707,55.9435545081481,6102.51048399987,1651.68263310053,143.027936166835,113.718278829009,1835.50517891975,945.264890776149,796.653249843646,624.106012193807,378.389704083242,60.8011556138,61.3995986566667,107.573737047143,220.97704213,37.91465736,4,2032.28270049538,2865.54090982833,562.171272355207,1283.27548724358,1005.46885274943,4,10.03,17.35,73.88,1254.32,0.12,1,45.89253754,51.6990372012256,59311443732.2357,94.414,2.042815591,6.190339244,5.86997855,2.916998955,3.01634145,9.808116043,6.235459348,0.21664607,9.595842286,0,0,0,0,3,3,2,3,4,4,3,3,4,4,1,4,3,3,4,4,2,3,4,3,4,3,2,2,2,4,4,2,4,4,1,2,2,2,3,4,3,3,4,3,4,3,4,4,2,4,3,1,2,2,3,3,3,1,3,4,3,3,3,4,4,4,2,3,4,4,2,4,3
South America,Latin America & Caribbean,LAC,URY,Uruguay,2015,97.19239368,162.0779347,28.34903189,46.86959843,42.56061443,16.36565133,260.0605513,35.98005441,61.75259031,84.9875429,21.35024955,29.5640786,11.42734157,24.90641291,396.3017379,34.92992068,0.381325601,0.786243791,164.7913195,5129.16585737816,1419.79727779633,1556.63159598656,1171.12640405423,117.096988070181,642.534816471555,2081.99898404692,2960.32838733123,56.6781972500245,6238.55423952478,1742.56346257243,124.891506805109,111.399883192972,1851.40843619827,910.642530595027,833.037826637837,644.590634315392,362.930522248521,61.0236161494667,58.7680706033333,115.625319775543,221.585668165,35.98005441,4,2081.99898404692,2877.76338261549,544.950336940448,1295.46184092528,1100.61111515098,4,10.47,17.87,73.83,1236.62,0,1,52.93543607,45.3282408087534,74664260125.477,95.045,1.938580518,6.074524605,6.753247279,4.091412833,3.546717869,9.860502837,9.531361406,1.19534242,9.943746301,0,0,0,0,3,3,2,4,4,4,3,3,4,4,2,4,3,3,4,4,2,3,4,3,4,3,2,2,2,4,4,2,4,4,1,2,2,2,3,4,3,3,4,3,4,3,4,4,2,4,3,1,2,3,3,2,4,1,2,4,3,3,3,4,4,4,4,3,4,4,2,4,3
South America,Latin America & Caribbean,LAC,URY,Uruguay,2018,96.98146899,162.672011,27.47815924,49.18133493,44.96208501,25.51516722,268.2709779,37.92093655,51.20134267,74.27177391,23.85893937,32.98898813,11.51037879,24.74692247,399.6962027,35.14307196,0.402469683,0.784072249,165.9237993,5131.48026580099,1445.63643203457,1692.53557548329,1164.94332713263,104.119394352989,507.201060450855,2082.10838477043,3060.22495261162,57.0506684336354,6411.89598633891,1796.34214413238,112.865942312859,108.370510896072,1835.29401730673,936.006460487134,851.907958727462,658.899971600048,367.501148061651,62.0302071974,52.82070157,118.7787322176,224.438768815,37.92093655,4,2082.10838477043,2936.55874261217,522.986864891468,1305.2898795836,1175.71777354167,4,10.13,17.95,74.49,1125.62,0,1,55.34388533,47.7913104806475,82780785900.3077,95.334,2.043153909,6.061341812,6.778000458,6.378791805,3.746840418,9.862973587,9.746711915,0.835126457,9.890944972,0,0,0,0,3,3,2,4,4,4,3,3,4,4,2,4,3,3,4,4,2,3,4,3,4,3,2,2,2,4,4,2,4,4,1,2,3,2,3,4,3,3,4,3,4,3,4,4,2,4,3,1,2,3,3,2,4,1,2,4,3,3,3,4,4,4,4,3,4,4,2,4,3
North America,North America,HIC,USA,United States,1990,84.77782866,123.5638174,33.00565731,15.36030979,20.69746834,3.502048818,89.05431973,19.09876894,20.88225561,41.37414204,10.68990994,15.55380062,27.5881528,13.96541034,208.4428659,86.11107375,0.879752468,0.623645898,190.9020656,6690.97368438,1462.64787797944,1075.23962875094,1022.55974676263,26.893808775321,890.638157456137,2286.23937207968,2872.77309187543,26.6530080465008,5267.38490864733,1809.83365790457,82.7221676359786,122.858036792647,1665.35796953133,669.649307714316,732.428036860913,635.232828125205,793.686618027351,97.7150530437333,25.9367327566667,71.2391597820572,111.901587845,19.09876894,2,2286.23937207968,3027.8466662826,497.824636564604,1242.60381237104,855.236228438072,5,14.1,9.55,63.46,868.72,0.45,2,48.56376455,19.8150673537315,5.963144e+12,75.3,1.029028499,5.298614291,5.148492392,0.875512205,1.724789028,8.797862438,4.772281223,7.908508225,8.377218563,0,4.631457688,0,0,3,3,3,1,2,3,1,2,3,3,1,3,4,2,4,4,4,3,4,3,4,3,2,1,1,4,4,1,4,4,1,1,1,1,4,4,4,4,3,1,3,2,4,4,1,3,3,1,1,2,2,3,3,1,4,4,2,3,3,3,2,3,2,4,4,4,3,4,3
North America,North America,HIC,USA,United States,1995,84.83146845,124.7455167,37.48016245,14.44014688,19.2793789,3.052294694,88.54115649,19.27646454,19.65351902,42.77786499,10.80584184,15.44709343,28.60658824,14.31415703,243.1317903,87.50717585,0.792483159,0.642663537,193.4577695,6526.2003587011,1449.87224486406,1223.68378423474,1009.05788522691,17.8183063260943,705.739933471408,2406.03736547829,2941.52188048575,25.2260341633558,5267.60790957493,1854.84476656539,99.460432177453,108.758408844937,1526.06013260246,651.098146955377,742.687425788472,622.468188786649,796.658436737847,95.4667266485333,25.95949248,71.8168983922286,128.78596859,19.27646454,2,2406.03736547829,3021.58679630892,447.737342077298,1229.46506504549,923.075986510695,5,13.67,9.37,65.24,862.19,0.9,2,47.33846721,22.4533816490568,7639748999999.99,77.257,1.038602615,5.301966778,5.197729863,0.763073674,1.606614908,8.662834899,4.824036536,7.019922668,8.181074262,0,4.74261101,0,0,3,3,3,1,2,3,1,2,2,3,1,3,4,2,4,4,4,3,4,3,4,3,2,1,1,4,4,1,4,4,1,1,1,1,4,4,4,4,2,1,4,2,4,4,1,3,3,1,1,2,2,3,3,1,4,4,2,3,3,3,2,3,2,4,4,4,3,4,3
North America,North America,HIC,USA,United States,2000,84.94943905,124.914591,41.67345375,13.18238892,19.65293792,5.235275312,88.02394747,19.11323674,22.60142985,42.69813929,10.8690776,17.06898195,29.60575953,14.34489213,276.4449288,84.47519168,0.867719623,0.65146547,189.7323588,6110.61327888927,1594.86078603176,1470.84007185102,1049.87972326337,29.6844990540068,698.066004038024,2669.03238479942,3041.18429658271,37.8708628033054,5056.43289376973,1906.57235270042,118.14595655049,89.0103765318178,1544.92673676841,533.229187335462,785.228037385153,631.489342874496,885.262633782832,98.5565418844,27.4561836966667,72.4937508211429,144.81365886,19.11323674,2,2669.03238479942,2964.21558218502,435.847660440217,1322.37025464756,1051.16470736276,5,12.76,9.48,64.59,768.06,0.44,2,45.9761971,25.1029855568537,1.0250952e+13,79.057,1.029808014,5.309339941,5.204774625,1.308818828,1.637744827,8.978411471,4.852266786,6.286039333,8.315849477,0,3.053143802,0,0,2,3,3,1,2,3,1,2,3,3,1,3,4,2,4,4,4,3,4,3,4,3,2,1,1,4,4,1,4,4,1,1,1,1,4,4,4,4,3,1,4,2,4,4,1,3,3,1,1,2,2,3,3,1,4,4,2,2,3,3,2,3,2,4,4,4,2,4,3
