continent,region,superregion2,iso3,Country,year,Fruits,Non-starchy vegetables,Potatoes,Other starchy vegetables,Beans and legumes,Nuts and seeds,Refined grains,Whole grains,Total processed meats,Unprocessed red meats,Total seafoods,Eggs,Cheese,Yoghurt (including fermented milk),Sugar-sweetened beverages,Fruit juices,Coffee,Tea,Total Milk,Cardiovascular diseases,Chronic respiratory diseases,Diabetes and kidney diseases,Digestive diseases,Enteric infections,Maternal and neonatal disorders,Mental disorders,Musculoskeletal disorders,Neglected tropical diseases and malaria,Neoplasms,Neurological disorders,Nutritional deficiencies,Other infectious diseases,Other non-communicable diseases,Respiratory infections and tuberculosis,Sense organ diseases,Skin and subcutaneous diseases,Substance use disorders,GDD1,GDD2,GDD3,GDD4,GDD5,GDD_cluster_5,GBD1,GBD2,GBD3,GBD4,GBD5,GBD_cluster_5,PM25,MeanT,RH,PR,Heat_index,Climate_cluster_5,PHDI_total,trade,gdp,urb,Score_Whole_grains,Score_Whole_fruits,Score_Nonstarchy_vegetables,Score_Nuts_and_seeds,Score_Legumes,Score_Unsat_oils,Score_Fish,Score_Starchy_veg,Score_Dairy,Score_Red_meat,Score_Eggs,Score_Sat_fat,Score_Sugar,Fruits_Q,Non-starchy vegetables_Q,Potatoes_Q,Other starchy vegetables_Q,Beans and legumes_Q,Nuts and seeds_Q,Refined grains_Q,Whole grains_Q,Total processed meats_Q,Unprocessed red meats_Q,Total seafoods_Q,Eggs_Q,Cheese_Q,Yoghurt (including fermented milk)_Q,Sugar-sweetened beverages_Q,Fruit juices_Q,Coffee_Q,Tea_Q,Total Milk_Q,Cardiovascular diseases_Q,Chronic respiratory diseases_Q,Diabetes and kidney diseases_Q,Digestive diseases_Q,Enteric infections_Q,Maternal and neonatal disorders_Q,Mental disorders_Q,Musculoskeletal disorders_Q,Neglected tropical diseases and malaria_Q,Neoplasms_Q,Neurological disorders_Q,Nutritional deficiencies_Q,Other infectious diseases_Q,Other non-communicable diseases_Q,Respiratory infections and tuberculosis_Q,Sense organ diseases_Q,Skin and subcutaneous diseases_Q,Substance use disorders_Q,GDD1_Q,GDD2_Q,GDD3_Q,GDD4_Q,GDD5_Q,GBD1_Q,GBD2_Q,GBD3_Q,GBD4_Q,GBD5_Q,PM25_Q,MeanT_Q,RH_Q,PR_Q,Heat_index_Q,PHDI_total_Q,trade_Q,gdp_Q,urb_Q,Score_Whole_grains_Q,Score_Whole_fruits_Q,Score_Nonstarchy_vegetables_Q,Score_Nuts_and_seeds_Q,Score_Legumes_Q,Score_Unsat_oils_Q,Score_Fish_Q,Score_Starchy_veg_Q,Score_Dairy_Q,Score_Red_meat_Q,Score_Eggs_Q,Score_Sat_fat_Q,Score_Sugar_Q
Europe,Europe & Central Asia,HIC,FIN,Finland,2018,150.2402926,124.9812131,53.45503849,7.240259431,6.126656638,2.997867615,91.93898176,57.23995244,57.99748473,60.85487738,38.53666966,19.99364959,31.98305897,61.81767527,57.4482069,41.92083645,1.837533607,0.481148433,338.1558259,6479.81626357408,1031.60560736532,1239.94022047392,1294.82773265309,51.1362857708928,204.224450650696,2173.35835384975,2711.59179702565,3.71477669003175,5204.4557022054,2664.26617635475,62.8019351843446,60.5256544110607,1476.64021806812,293.93981463116,928.08548825198,644.094320892021,994.485669920723,169.597733571267,46.2820039,77.5988690424857,32.3442331655,57.23995244,1,2173.35835384975,3163.7835162221,307.569019343758,1163.21667000921,942.01727068297,4,5.5,3.67,79.15,613.38,0,2,40.55690935,79.1436148422846,271632312186.529,85.382,3.084049162,9.390018288,5.207550546,0.749466904,0.51055472,9.583984348,7.198494851,4.82617552,0,0,0.00661501,0,0,4,2,3,1,1,1,1,4,4,3,3,3,4,4,1,4,4,1,4,4,3,2,3,1,1,4,4,1,4,4,1,1,1,1,4,4,4,4,4,1,1,3,4,4,1,3,2,1,1,3,1,1,2,3,3,4,4,4,2,1,1,4,3,3,1,2,2,2,1
Oceania,East Asia & Pacific,Asia,FJI,Fiji,1990,106.5903456,151.8005613,9.062667445,17.98319387,22.05161322,0.408724363,335.3109211,45.74403976,26.11047238,65.23477271,47.50582228,13.22436982,0.927124808,8.339200588,58.08770171,16.15937792,0.84041371,0.713974793,92.40756016,7057.63221350802,1620.07780663499,3321.56538506807,715.986647300548,1012.06873326717,2524.41183776096,1394.45363489472,1137.32454835418,621.014350203494,1833.74523571497,968.246960622154,649.938012667901,1134.29089400165,1821.59545338672,2027.3515756407,541.998776545163,672.453288432182,138.393672409945,58.5197181248333,34.8565383033333,122.022351805057,38.03544779,45.74403976,3,1394.45363489472,1946.22356785907,1398.66726527551,1168.03222696777,1997.00933675013,2,10.17,24.18,82.63,2218.18,0,5,50.94384777,129.5,3057554961.54989,41.611,2.464657315,6.6618966,6.325023388,0.102181091,1.837634435,9.007996932,5.641350299,6.761465329,5.083694278,0,7.057948104,0,0,4,4,1,1,2,1,4,3,3,3,4,3,1,2,2,2,4,3,3,4,4,4,1,2,2,1,2,3,2,2,2,3,1,2,2,4,1,3,3,4,1,3,1,3,2,2,4,1,3,4,4,1,4,4,1,2,3,4,4,1,2,3,2,4,3,1,3,2,1
Oceania,East Asia & Pacific,Asia,FJI,Fiji,1995,111.7674248,190.677081,10.92556911,15.3058346,20.36637767,0.288910207,314.4027446,26.98595772,25.34315566,55.21255169,38.92925261,14.4456611,2.192868544,11.49390131,49.84118573,16.14769225,0.236874961,0.685052406,104.1418893,7446.99607967271,1650.8419685801,4104.00698921953,721.041830011797,882.374771920872,2444.57630850175,1418.59119941605,1198.32520335643,553.681538359881,1893.3850164363,997.912024304176,625.56645888806,906.433007280421,1872.61865094692,2023.02576745039,563.407113667208,676.026784509546,141.151202875699,34.6833600181333,31.6671228166667,122.7433961154,32.573510165,26.98595772,3,1418.59119941605,2040.19610671875,1329.75378619261,1185.94189929595,2390.01688686454,2,9.76,24.17,82.1,1667.91,0,5,54.34923476,114.143419105706,3919888350.91169,45.496,1.453984791,6.98546405,7.944878375,0.072227552,1.697198139,9.020354774,7.130338089,6.557850928,5.891432958,0,5.785769688,0,1.809735415,4,4,2,1,2,1,4,2,3,3,3,3,2,2,1,2,2,3,3,4,4,4,1,3,2,1,2,3,2,2,2,3,2,2,2,4,1,2,3,4,1,2,1,3,2,3,4,1,3,4,4,1,4,4,1,2,2,4,4,1,2,3,3,4,3,2,3,2,3
Oceania,East Asia & Pacific,Asia,FJI,Fiji,2000,109.6936133,195.4358256,15.99614091,19.64129099,22.32636148,1.192733131,323.4043477,28.74404455,18.50251416,57.84319193,44.93995211,20.94714987,1.213396779,9.465046872,65.50637871,15.3502752,0.167826086,0.722656835,47.58895973,8009.59958832985,1717.59100022921,5012.18956872956,723.241523277464,775.931654712868,2321.44258116289,1454.25088630136,1282.09566610263,568.191256626874,1940.1553815212,1020.45417854085,594.245700110194,722.071714684554,1931.28288995725,2075.69289544644,598.327348143806,742.124729161486,146.141260493393,22.3983032059667,32.4309519866667,127.113953842714,42.57383485,28.74404455,3,1454.25088630136,2166.12890385529,1284.12267038587,1220.41626175334,2877.15714894552,2,13.13,24.42,84.63,2620.61,0,5,46.24346323,135.895641463483,4728835182.12998,47.908,1.548709297,6.855850831,8.1431594,0.298183283,1.860530123,9.627488285,6.08681387,8.909357975,2.913370169,0,0,0,0,3,4,2,1,2,1,3,2,2,3,4,3,2,2,1,2,1,3,1,4,4,4,1,3,2,1,2,3,2,2,2,3,2,3,2,4,1,1,3,4,1,2,1,3,2,3,4,1,3,4,4,1,3,4,1,2,2,3,4,1,2,4,2,4,2,2,1,2,1
Oceania,East Asia & Pacific,Asia,FJI,Fiji,2005,108.5726642,209.6708274,17.56041433,18.24104932,23.1691703,2.390835143,346.4702054,13.79120713,17.29170043,43.52278443,50.43668387,19.53580283,1.620426158,10.03736535,154.0933122,13.80438412,0.377131842,0.699605043,62.6899477,7596.05910756458,1501.01216035836,5659.60346364201,676.910081264796,707.268876052921,2220.76256422106,1489.2664976592,1380.7701761315,392.30068083399,1994.3423339063,1046.66202403661,557.55142253502,779.469581548308,1880.86868869906,1876.65056509334,640.277750193924,747.647084744402,146.593514202309,34.3885521839333,26.78342923,132.480715969343,86.16718076,13.79120713,3,1489.2664976592,2134.1174843392,1202.1246255691,1088.96112081158,3203.62527419321,2,12.77,24.36,82.02,2149.55,0,5,47.07467897,117.740079365079,5978659772.90914,49.871,0.743060729,6.785791513,8.736284475,0.597708786,1.930764192,9.997257527,5.132520161,8.950365913,3.71738696,0,0.483538719,0,0,3,4,1,1,2,1,4,1,2,3,4,3,2,2,3,2,3,3,2,4,4,4,1,3,2,1,2,3,2,2,3,3,2,3,3,4,1,2,2,4,3,1,1,3,3,2,4,1,3,4,4,1,3,4,1,2,1,3,4,1,2,4,2,4,2,2,2,2,1
Oceania,East Asia & Pacific,Asia,FJI,Fiji,2010,112.5120486,205.2758898,18.81317275,18.99450189,24.22350233,2.079258577,397.045326,24.61871248,15.90005268,25.82128829,45.05528843,24.3122059,1.364945302,9.779264836,117.0186987,13.72322473,0.254504271,0.67312564,60.01716264,8288.64278958174,1393.45517346764,6563.54687102846,710.365669609973,741.868396920674,2032.21031462438,1493.31927212949,1460.78816663323,221.423362672038,2281.10670338433,1092.12661778193,549.471130612488,636.352515730938,1915.75604232742,1791.54882253628,685.053004881959,718.66918433422,141.369857405772,28.5999182934667,22.01118229,137.968747784143,68.006600295,24.61871248,3,1493.31927212949,2324.84785661149,1126.94722648917,1051.91042153881,3641.10802768134,2,12.41,24.72,83.24,2193.03,0,5,48.46327993,121.227903395671,6806390338.76078,52.171,1.32643925,7.032003038,8.553162075,0.519814644,2.018625194,9.93645823,6.066790203,9.45191866,3.558068639,0,0,0,0,3,4,1,1,2,1,4,2,2,2,3,3,1,2,2,2,2,3,2,4,4,4,1,3,2,1,2,3,2,2,3,3,2,3,3,4,1,1,2,4,2,2,1,3,3,2,4,1,3,4,4,1,3,4,1,2,2,3,4,1,2,4,2,4,2,2,1,2,1
Oceania,East Asia & Pacific,Asia,FJI,Fiji,2015,108.2337038,202.1829285,19.10225299,25.11767765,32.9205452,2.165737209,377.3758506,27.8868689,12.29897921,20.43160201,50.97847226,30.44221677,1.667438626,9.854894459,208.9751553,12.08121893,0.471351781,0.66818438,54.31665285,8554.18311164164,1367.11931773784,6999.55828281386,707.215358907632,663.193777227667,1936.98008434819,1489.82646738069,1512.64426371792,302.34551549432,2454.88127906643,1109.64565999337,544.587957241264,517.43155319245,1883.1952503275,1595.79356485749,725.719333529982,688.576080873608,132.223760888699,37.1298521709667,21.05759933,136.018404307571,117.046416475,27.8868689,3,1489.82646738069,2414.88290147301,1063.36110038413,1037.16733832274,3844.06718184373,2,11.94,24.05,81.29,1790.04,0,5,47.21874859,101.189048956211,10778358104.4316,54.726,1.502525264,6.764606488,8.424288688,0.541434302,2.743378767,9.967088767,5.038459677,8.94501734,3.291949297,0,0,0,0,3,4,1,2,3,1,4,2,2,1,4,4,2,2,3,2,3,3,2,4,4,4,1,3,3,1,2,3,2,2,3,3,3,3,3,4,1,2,2,4,3,2,1,3,3,2,4,1,3,4,4,1,3,3,1,2,2,3,4,1,3,4,2,4,2,2,1,2,1
Oceania,East Asia & Pacific,Asia,FJI,Fiji,2018,109.3447165,210.3744788,20.6811487,25.41045683,29.04697298,4.401136439,349.4577685,49.3648723,12.94635409,21.59124811,37.34274583,46.50982344,1.658126844,9.818815177,146.2510581,12.08798481,0.589582082,0.668395673,48.29328278,8623.11096777811,1366.85059690318,7268.39117852493,696.648889410022,628.58873550644,1848.90622847222,1493.76763407697,1544.48603462901,353.136418022021,2547.20649931771,1122.03797269836,520.555751435246,396.966740951411,1842.04316174303,1487.95745005199,743.613370033573,691.276783865222,130.009858139439,41.6399762981,27.0158085466667,131.185112086486,85.830757465,49.3648723,3,1493.76763407697,2451.74411709937,1011.16492659748,1031.7497431566,3979.83398119508,2,12.74,24.66,82.46,2536.21,0,5,50.63421194,103.235419948556,12130548808.6754,56.248,2.659745275,6.834044781,8.765603283,1.10028411,2.420581082,9.982570258,7.405773293,8.477098618,2.98851124,0,0,0,0,3,4,1,2,3,2,4,3,2,1,3,4,2,2,2,2,3,3,1,4,4,4,1,3,3,1,2,3,2,2,3,3,3,3,3,4,1,2,2,4,2,3,1,3,3,2,4,1,3,4,4,1,4,3,1,2,3,3,4,2,3,4,3,4,2,2,1,2,1
Europe,Europe & Central Asia,HIC,FRA,France,1990,47.30217157,148.6926325,89.27692752,1.233567045,14.48923306,2.06842691,94.61807948,24.83818976,28.66182236,61.62712067,27.39333701,12.5214142,37.05529845,69.54684464,76.98959324,19.47012088,1.535535181,0.566362612,203.1825758,5564.57905118536,1116.44459334533,646.075759328897,1341.47535079332,81.8235266153416,457.780282052862,2555.1531800765,2234.71284424566,10.7088270722735,6072.67634304447,1874.55419524092,148.74946358939,105.11045236733,1741.72970649157,633.823929295063,674.362250785492,699.074601611552,586.807602527211,138.0354255968,34.2701190766667,69.3813464873714,39.1115801425,24.83818976,1,2555.1531800765,2834.61538117152,454.246598211976,1228.95997206933,672.575180470225,5,18.31,11.57,74.93,866.16,0,2,41.84465426,44.5862869486888,1017918131665.62,74.056,1.338264534,2.956385723,6.195526354,0.517106728,1.207436088,8.195876022,9.133101214,0,4.510764056,0,7.790193542,0,0,1,4,4,1,2,2,1,2,3,3,3,3,4,4,2,2,4,3,4,3,3,1,3,1,1,4,4,1,4,4,1,1,1,1,3,4,4,4,3,1,1,2,4,4,1,3,2,1,1,3,2,1,2,2,4,4,2,1,4,2,2,2,4,1,2,2,4,2,1
Europe,Europe & Central Asia,HIC,FRA,France,1995,76.15100808,153.0327746,87.0345313,1.243069797,14.84263422,2.252310388,84.54785292,24.63431102,26.9800367,58.32996725,27.57593213,13.17941562,38.09032503,72.44151571,79.06756778,18.70504067,1.482128961,0.576547455,207.9950773,5301.34260231283,1094.25995933707,673.957534417127,1272.6785341963,98.4504903242047,374.913203874448,2489.14664147866,2307.97233184319,9.04999434450954,6109.28245787066,1953.83019021739,144.219199193196,94.0197667966063,1524.68911082685,645.838177929478,692.760826022977,719.996539485417,588.046146076258,136.616416134133,32.8298065233333,73.1750533331429,40.1553187885,24.63431102,1,2489.14664147866,2825.53909239055,413.025706184185,1183.46924676669,696.977036951272,5,17.28,11.4,76.17,982.79,0,2,42.61083745,45.4316616938638,1231773982403.26,74.912,1.327279689,4.759438005,6.376365608,0.563077597,1.236886185,8.067960201,9.101400672,0,4.073654098,0,7.104775396,0,0,2,4,4,1,2,2,1,2,3,3,3,2,4,4,2,2,4,3,4,3,3,1,2,1,1,4,4,1,4,4,1,1,1,1,4,4,4,4,3,1,1,2,4,4,1,2,2,1,1,3,2,1,2,1,4,4,2,2,4,2,2,2,4,1,2,2,4,2,1
Europe,Europe & Central Asia,HIC,FRA,France,2000,85.84059866,155.9611759,74.38260444,1.106908185,13.79288524,2.442883139,132.8494281,29.06552625,33.74479376,57.71883269,28.38779716,13.23870184,39.63517681,75.63223972,85.09846638,18.51479824,1.596636974,0.685541014,199.5326105,5064.76006219089,920.922074775826,843.379089446867,1224.67595149477,117.106078715131,381.797185300331,2568.76512835325,2410.90811045955,7.82730937331337,6203.65748111009,2042.06535193203,141.265011508871,87.7404832132463,1559.04451907428,594.382331501818,723.070752668175,722.527783948571,636.934768081403,138.946695728867,34.9007760966667,86.0253015334572,43.1026872825,29.06552625,1,2568.76512835325,2846.89942107369,412.737559812427,1072.7990131353,782.953436697719,5,16.09,11.63,77.41,1062.89,0,2,44.55247556,57.7860470318197,1583999694706.05,75.871,1.566030509,5.365037416,6.498382329,0.610720785,1.149407103,7.971806126,8.960451882,1.127621844,4.259998649,0,7.043018917,0,0,2,4,4,1,2,2,1,2,3,3,3,2,4,4,2,2,4,3,4,3,2,1,2,2,1,4,4,1,4,4,1,1,1,1,3,4,4,4,3,2,1,2,4,4,1,2,2,1,1,3,3,1,2,2,4,4,2,2,4,2,2,1,4,3,2,2,3,2,1
Europe,Europe & Central Asia,HIC,FRA,France,2005,127.7688006,157.5973195,32.33260383,1.095242651,12.7616313,2.28929544,141.9925592,25.73282663,32.83396088,51.63953093,30.63128255,12.3285488,39.59440017,76.45728431,89.54245409,17.83776685,1.465837283,0.673412194,190.9295417,4634.76019801424,850.308249653802,890.143791680937,1138.64232037271,133.5108804673,345.222388519228,2511.88036377669,2430.52209212918,6.5241391763386,6157.18167241866,2113.10875329113,136.90093979809,77.0840175007361,1515.9815094962,504.640920675273,764.309788570304,719.356459949669,666.013956343612,124.706163994067,32.26734687,93.2438945641714,45.3188483705,25.73282663,1,2511.88036377669,2794.31607679452,388.552113661881,994.475285013256,804.750125815303,5,14.89,11.16,74.99,784.5,0,2,55.13396177,55.8228361241299,1922671524499.76,77.13,1.386466952,7.985550038,6.566554979,0.57232386,1.063469275,7.989643465,8.570957891,8.35696162,4.650938691,0,7.991095,0,0,4,3,2,1,1,1,1,2,3,3,3,2,4,4,1,2,4,3,4,3,2,1,2,2,1,4,4,1,4,4,1,1,1,1,3,4,4,4,3,2,1,2,4,4,1,2,2,1,1,3,2,1,4,1,4,4,2,4,3,1,1,2,3,4,2,2,4,2,1
Europe,Europe & Central Asia,HIC,FRA,France,2010,132.0350165,159.4129872,40.15629916,0.990348504,12.33874575,2.569946057,142.1354219,20.29782112,32.51941882,51.16831919,31.4554798,11.79874056,40.41307159,78.707139,72.50807918,17.84685684,1.696529386,0.690487765,174.5263154,4326.96532013431,836.594186571599,916.03349688693,1115.68796963938,156.475342358592,338.566880698203,2501.78079735294,2481.04497187167,6.0464116837097,6166.34038856348,2220.57351919695,141.875897085079,74.465969304294,1463.46335190037,467.922181972369,802.487214361296,722.473733205526,699.091949798496,134.047287029133,31.82882619,94.8813904155714,36.749213842,20.29782112,1,2501.78079735294,2782.75056065437,378.40229071466,976.14107810549,819.253615046228,5,13.78,10.43,74.97,956.45,0,2,57.65597647,56.587555247796,2335191628255.22,78.369,1.093632603,8.252188531,6.6422078,0.642486514,1.028228813,7.995373753,8.42786809,9.713338084,5.317673701,0,8.542978583,0,0,4,3,2,1,1,1,1,1,3,3,2,2,4,4,1,2,4,3,4,2,2,1,2,2,1,4,4,1,4,4,1,1,1,1,4,4,4,4,3,2,1,1,4,4,1,2,2,1,1,3,2,1,4,2,4,4,1,4,3,1,1,2,3,4,3,2,4,2,1
Europe,Europe & Central Asia,HIC,FRA,France,2015,127.7870143,155.1204067,34.83213431,1.018845003,14.0840998,2.341422515,138.3781811,59.98578875,31.04604343,49.22528421,29.52539201,11.86079333,37.71535461,70.76625525,88.07339448,17.45540403,1.745700506,0.68059204,176.0674757,4167.56091687672,835.948255764419,971.804927848906,1070.1833568638,143.669197716202,327.607255975088,2423.36733266936,2599.13678492648,5.56722659936918,6192.34527443133,2335.78716166905,162.466502209839,65.3394247068442,1486.44866382381,500.667157425704,844.591605431722,726.908959794176,619.159816117497,133.7649198168,30.71070699,92.6883532424286,44.5461197415,59.98578875,1,2423.36733266936,2793.09692657547,384.53791835098,953.065806314109,849.356943821541,5,11.34,12.08,73.87,799.73,0,2,59.51942076,63.5046871956484,2722896108490.27,79.655,3.231992928,7.986688394,6.463350279,0.585355629,1.173674983,8.101774934,8.762952776,8.962744828,5.772545722,0,8.478340281,0,0,4,3,2,1,2,1,1,4,3,3,2,2,4,4,1,2,4,3,4,2,3,1,2,2,1,4,4,1,4,4,1,1,1,1,3,4,4,4,3,2,1,4,4,4,1,2,2,1,1,3,2,1,4,2,4,4,4,4,3,1,2,2,4,4,3,2,4,2,1
Europe,Europe & Central Asia,HIC,FRA,France,2018,150.8504403,155.4261648,33.9889398,1.036936689,13.35715923,2.446798649,135.5673001,33.43872828,31.11712106,48.09112351,30.198048,11.233531,37.70299481,70.7138715,105.316546,17.18296648,1.662075608,0.681092767,187.972309,4138.02251326966,860.390536802033,1037.6502755424,1060.23953061631,120.144932826367,312.174310381512,2425.75228627857,2682.53725166066,5.24726890208205,6128.01922659976,2402.74795615577,173.881763366009,66.2520379092724,1490.91952559157,510.418958903316,860.615915745336,733.754173586723,604.537569893701,131.8338089674,30.1472585233333,95.6516373306571,53.1767413445,33.43872828,1,2425.75228627857,2802.74673888748,382.71982826859,960.315033709172,885.702224564562,5,10.46,12.43,74.94,1028.51,0,2,59.23800969,66.8022607812266,3114875305157.86,80.444,1.801655619,9.428152519,6.4760902,0.611699662,1.113096603,8.092393965,8.646172222,8.756469122,5.180541235,0,9.131738542,0,0,4,3,2,1,1,1,1,2,3,3,2,2,4,4,2,2,4,3,4,2,3,1,2,2,1,4,4,1,4,4,1,1,1,1,3,4,4,4,2,2,1,2,4,4,1,2,2,1,1,3,2,1,4,2,4,4,2,4,3,1,1,2,4,4,3,2,4,2,1
Oceania,East Asia & Pacific,Asia,FSM,"Micronesia, Fed. Sts.",1990,107.0152851,168.4275561,2.252526706,27.08251052,5.961260476,3.648168496,420.8399905,11.09700032,19.051378,22.48545391,58.67452818,7.683930803,2.177833974,7.538098731,53.05090586,10.63143095,0.100226424,0.50164663,48.9121023,7928.99121946129,1908.70036267185,1920.93893468012,1446.86379554988,1376.64995320347,4371.30864733454,1315.2978065681,1004.01651919078,489.276078751052,2028.06400889673,922.91169139779,969.274510297075,1716.716758539,2454.56540868296,5033.66966414227,509.408631616895,685.266142905457,187.935034191774,16.3754004307,16.4069209043333,128.343729962286,40.06670819,11.09700032,3,1315.2978065681,2096.88785079254,2344.49443156434,1677.78207911087,1303.10253879279,3,12.44,27.01,83.06,3095.14,0,5,45.96614757,,170359027.513174,25.818,0.597898724,6.688455319,7.017814838,0.912042124,0.496771706,8.897269945,3.702338858,7.333759307,2.93140175,0,7.388395003,0,0,4,4,1,2,1,3,4,1,3,2,4,2,2,2,1,1,1,2,2,4,4,4,3,3,3,1,1,3,2,1,3,3,3,3,1,4,2,1,2,4,1,1,1,3,3,4,4,1,4,4,4,1,3,,1,1,1,4,4,3,1,3,2,4,2,2,4,2,1
Oceania,East Asia & Pacific,Asia,FSM,"Micronesia, Fed. Sts.",1995,110.0430922,138.1816611,2.294304308,24.9117076,6.241928774,1.645875752,430.9149628,193.054915,34.04833777,37.28504172,62.04267373,8.334658148,2.201260181,7.730088813,86.18183457,10.95144639,0.127427237,0.565113457,72.67307313,7676.64357491532,1745.58029881818,2141.88619993583,1359.28434822414,983.542515161401,3717.99738970575,1336.75247171196,1038.90953452376,270.229457849305,2057.99592318735,933.958809435626,878.58326030536,1371.44968181374,2284.09692324122,4242.52237057644,504.203369980842,689.149490345709,194.855956727086,21.6412932756,26.556012546,128.548923526229,55.546771085,193.054915,5,1336.75247171196,2067.761194795,1964.06022837903,1552.43232352116,1415.51784514077,3,12.2,27.11,82.37,3109.75,0,5,54.05577303,91.4914703940376,247310078.770784,25.068,9.598334321,6.877693263,5.757569213,0.411468938,0.520160731,8.827136744,3.117591366,6.801502977,4.130221106,0,8.014094373,0,0,4,3,1,2,1,2,4,4,4,2,4,2,2,1,2,1,1,3,2,4,4,4,3,3,3,1,1,3,2,1,3,3,3,3,1,4,2,1,3,4,2,4,1,3,3,4,4,1,4,4,4,1,4,3,1,1,4,4,3,2,1,3,1,4,2,2,4,2,1
Oceania,East Asia & Pacific,Asia,FSM,"Micronesia, Fed. Sts.",2000,130.9089211,193.7458437,8.239324839,22.20043206,19.23722434,3.179095501,331.0652196,29.94753796,31.79005578,31.82736013,62.88606283,13.49760424,2.153341257,7.586325458,140.2778639,10.27502931,2.128957241,0.49839052,71.5499621,7601.55412104732,1580.03647469796,2630.69965145199,1277.13515667316,2193.07700502772,3003.05332994068,1359.12257770177,1092.11660084754,187.240102166401,2087.85448320748,944.609148612887,784.318788771172,1048.90566119077,2065.09573647078,3429.59399319661,509.92575290653,690.374735883963,199.080074378274,111.3016291438,25.7050067166667,124.856136829571,81.23914798,29.94753796,3,1359.12257770177,2072.52336350001,1815.89780239488,1428.58581568556,1660.53719366798,2,13.18,26.9,83.5,3805.66,0,5,50.42812004,90.5888324263799,267096162.189812,22.33,1.613552692,8.181807569,8.072743488,0.794773875,1.603102028,8.743221161,2.971169648,7.609939225,4.064481441,0,6.773328917,0,0,4,4,1,1,2,2,4,2,3,2,4,2,2,1,3,1,4,1,2,4,4,4,2,3,3,1,2,2,2,1,3,3,3,3,1,4,2,4,2,4,3,2,1,3,3,4,4,1,4,4,4,1,4,3,1,1,2,4,4,2,2,3,1,4,2,2,3,2,1
Oceania,East Asia & Pacific,Asia,FSM,"Micronesia, Fed. Sts.",2005,124.8165331,153.8137454,8.199327842,23.51884571,41.58520101,2.964253788,361.0779142,11.42783597,27.44476194,40.14773913,64.23305355,16.11992956,2.164154502,7.659759804,174.8994887,10.57619701,0.321117764,0.714574416,51.23737658,7817.92010728171,1437.29175203572,3201.63203934594,1223.44281329169,603.516688704359,2390.12647137826,1389.11047083151,1171.52328538924,162.02819248074,2223.59028691563,962.68493383683,687.435174093842,655.1369724773,1877.37829281118,2856.84850814313,529.026283179715,692.983332239641,203.27372974428,27.5851725288667,27.9041435433333,134.1627364624,99.209167205,11.42783597,3,1389.11047083151,2151.33643772457,1318.92432858412,1330.36728266371,1947.30768579279,2,12.58,27.13,83.02,3635.94,0,5,45.54785301,92.5195549498386,309105087.030946,22.33,0.615723921,7.801033319,6.408906058,0.741063447,3.465433418,8.754027777,2.737317092,7.929543388,3.053064544,0,4.041740042,0,0,4,3,1,1,4,2,4,1,3,2,4,2,2,1,3,1,2,3,1,4,4,4,2,3,3,1,2,2,2,1,3,3,2,3,1,4,2,1,2,4,3,1,1,3,3,3,4,1,4,4,4,1,2,3,1,1,1,4,3,2,4,3,1,4,2,2,3,2,1
Oceania,East Asia & Pacific,Asia,FSM,"Micronesia, Fed. Sts.",2010,131.0459292,184.3113209,2.171239931,29.49905497,7.954856876,2.638879321,411.0672613,11.74121685,27.52981941,24.24942254,63.77087018,17.11318112,2.163296155,7.904422708,163.5505649,10.83010263,0.120461015,0.273327384,90.97968773,8507.63210003055,1414.14362093757,3529.20859765136,1236.35337999242,477.416728269667,1955.48795545584,1411.99234001884,1263.09035129125,142.31723349759,2466.76559745636,992.595115382747,622.491348283696,630.99076773772,1736.02329555572,2485.56610055175,559.848720660066,691.681614833056,209.258788065958,24.3646246593333,22.9641410233333,124.816123404029,96.524809935,11.74121685,3,1411.99234001884,2333.19844548116,1150.04191847885,1325.248500465,2110.44510624221,2,12.12,27.13,82.68,3071.48,0,5,45.46860942,105.813653142123,336160633.368378,22.298,0.632608666,8.190370575,7.679638371,0.65971983,0.66290474,8.848762919,2.81755726,7.917573725,5.05237033,0,3.007103,0,0,4,4,1,2,1,1,4,1,3,2,4,3,2,1,3,1,1,1,2,4,4,4,2,3,2,1,2,2,3,1,3,3,2,3,2,4,2,1,2,3,2,1,1,3,3,4,4,1,4,4,4,1,2,4,1,1,1,4,4,1,1,3,1,4,3,2,2,2,1
